position_identifier,symbol,direction,entry_time_text,exit_time_text,volume,initial_risk_amount,native_net_before_external_commission,external_commission,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_cash,adjusted_net_R,exit_reason
204,USDJPY,SELL,2026.05.04 10:05:00,2026.06.01 10:05:00,0.02,47.17693913,-38.4,0.12,0.2421384649695734,6.72,0.0,0.0,0.0,7.082138464969573,0.5,3.5410692324847863,-42.06106923248478,-0.8915599445013164,MONTHLY_REBALANCE_EXIT
212,EURUSD,SELL,2026.06.01 10:05:01,2026.07.06 10:05:00,0.03,49.11,76.58,0.18,0.39,4.85,0.0,0.0,0.0,5.42,0.5,2.71,73.69,1.5005090612909795,MONTHLY_REBALANCE_EXIT
213,GBPUSD,SELL,2026.06.01 10:05:01,2026.07.06 10:05:00,0.02,50.24,25.75,0.12,0.36,1.05,0.0,0.0,0.0,1.53,0.5,0.765,24.865,0.4949243630573248,MONTHLY_REBALANCE_EXIT
214,AUDUSD,SELL,2026.06.01 10:05:01,2026.07.06 10:05:00,0.02,35.58,49.89,0.12,0.26,0.35,0.0,0.0,0.0,0.73,0.5,0.365,49.405,1.3885609893198427,MONTHLY_REBALANCE_EXIT
215,NZDUSD,SELL,2026.06.01 10:05:01,2026.07.06 10:05:00,0.02,36.12,57.190000000000005,0.12,0.32,0.35,0.0,0.0,0.0,0.79,0.5,0.395,56.675000000000004,1.569075304540421,MONTHLY_REBALANCE_EXIT
216,USDCAD,BUY,2026.06.01 10:05:01,2026.07.06 10:05:00,0.04,47.74377989,118.62,0.24,0.4925038024190628,3.48,0.0,0.0,0.0,4.212503802419063,0.5,2.1062519012095313,116.27374809879048,2.43536955738907,MONTHLY_REBALANCE_EXIT
217,USDCHF,BUY,2026.06.01 10:05:01,2026.07.06 10:05:00,0.02,47.12831791,62.86,0.12,0.40903977911851924,5.23,0.0,0.0,0.0,5.7590397791185195,0.5,2.8795198895592597,59.86048011044074,1.270159487227087,MONTHLY_REBALANCE_EXIT
218,USDJPY,BUY,2026.06.01 10:05:01,2026.07.06 10:05:00,0.04,45.58283055,76.93,0.24,0.40134702093902663,8.34,0.0,0.0,0.0,8.981347020939026,0.5,4.490673510469513,72.1993264895305,1.5839149438149691,MONTHLY_REBALANCE_EXIT
229,NZDUSD,SELL,2026.07.06 10:05:03,2026.07.14 15:30:01,0.03,40.26,-45.3,0.18,0.48,0.09,0.0,0.0,0.0,0.7499999999999999,0.5,0.37499999999999994,-45.855,-1.1389716840536512,STOP_LOSS_EXIT
230,USDCAD,BUY,2026.07.06 10:05:03,2026.07.15 21:20:34,0.03,40.0528974,-39.95,0.18,0.316504663168704,0.64,0.0,0.0,0.0,1.136504663168704,0.5,0.568252331584352,-40.69825233158436,-1.0161125654690928,STOP_LOSS_EXIT
232,USDJPY,BUY,2026.07.06 10:05:03,2026.07.30 16:55:09,0.04,53.17883448,-48.06,0.24,0.41909856828533215,6.11,0.0,0.0,0.0,6.769098568285332,0.5,3.384549284142666,-51.68454928414267,-0.9719007531761661,STOP_LOSS_EXIT
